DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Phalombe,PE,3501,Chiringa Maternity,South East,Maternity,Government/public,Rural,-15.77213,35.76965,,
Phalombe,PE,3513,Nambiti 1,South East,Health Post,Government/public,Rural,-15.80293,35.76392,,
Phalombe,PE,3519,Waruma,South East,Health Post,Government/public,Rural,-15.77085,35.55093,,
Phalombe,PE,3515,Holy Family Hospital,South East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.82471,35.61875,,
Phalombe,PE,3501,Chiringa CHAM Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.76583,35.76216,,
Phalombe,PE,3509,Mwanga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.64632,35.53221,,
Phalombe,PE,3518,Sukasanje Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.93038,35.76603,,
Phalombe,PE,3516,Mulungu Alinafe Clinic,South East,Clinic,NGO,Rural,-15.85719,35.81552,,
,,,,,,,,,,,
Chikwawa,CK,3303,Chikwawa District Hospital,South West,District Hospital,Government/public,Urban,-16.0231,34.79346,,
Chikwawa,CK,3315,Ngabu Rural Hospital,South West,Rural/Community Hospital,Government/public,Rural,-16.45928,34.89253,,
Chikwawa,CK,3322,Beleu Health Centre,South West,Health Centre,Government/public,Rural,-16.15199,34.85376,,
Chikwawa,CK,3301,Chang'ambika Health Centre,South West,Health Centre,Government/public,Rural,-15.80301,34.30928,,
Chikwawa,CK,3302,Chapananga Health Centre,South West,Health Centre,Government/public,Rural,-16.00551,34.48567,,
Chikwawa,CK,3304,Chapwaila Health Centre,South West,Health Centre,Government/public,Rural,-16.39842,34.77572,,
Chikwawa,CK,3324,Chithumba Health Centre,South West,Health Centre,Government/public,Rural,-15.80369,34.47629,,
Chikwawa,CK,3305,Dolo Health Centre,South West,Health Centre,Government/public,Rural,-16.55349,34.92423,,
Chikwawa,CK,3306,Gaga Health Centre,South West,Health Centre,Government/public,Rural,-15.80678,34.36487,,
Chikwawa,CK,3307,Kakoma Health Centre,South West,Health Centre,Government/public,Rural,-16.09819,34.62398,,
Chikwawa,CK,3310,Makhwira Health Centre,South West,Health Centre,Government/public,Rural,-16.19483,35.01065,,
Chikwawa,CK,3311,Maperera Health Centre,South West,Health Centre,Government/public,Rural,-16.10534,34.9157,,
Chikwawa,CK,3320,Mfera Health Centre,South West,Health Centre,Government/public,Rural,-16.06818,34.86724,,
Chikwawa,CK,3314,Ndakwera Health Centre,South West,Health Centre,Government/public,Rural,-16.22357,34.68896,,
Chikwawa,CK,3313,Nkumaniza Health Centre,South West,Health Centre,Government/public,Rural,-16.47944,34.72431,,
Chikwawa,CK,3308,Kasinthula Dispensary,South West,Dispensary,Government/public,Rural,-16.07416,34.81651,,
Chikwawa,CK,3335,Hunger Clinic,South West,Clinic,Government/public,Urban,-16.27045,34.86368,,
Chikwawa,CK,3336,Kubalalika Health Post,South West,Health Post,Government/public,Rural,-15.90796,34.39405,,
Chikwawa,CK,3337,Mitondo Health Post,South West,Health Post,Government/public,Rural,-16.26884,35.05789,,
Chikwawa,CK,3338,Nkhate Health Post,South West,Health Post,Government/public,Rural,-16.1467,34.95886,,
Chikwawa,CK,3316,St Montfort Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.25716,34.86831,,
Chikwawa,CK,3312,Misomali Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.03775,34.5372,,
Chikwawa,CK,3315,Ngabu SDA Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.46516,34.87901,,
Chikwawa,CK,3339,"Chanza, Edwin, Erapecha Clinic",South West,Clinic,Private for profit,Urban,-16.26044,34.86844,,
Chikwawa,CK,3340,"Mabwera, Walson D. Chinyanje P",South West,Clinic,Private for profit,Urban,-16.04313,34.79894,,
Chikwawa,CK,3341,"Mainjeni, Fyson W D. Fema Priv",South West,Clinic,Private for profit,Rural,-16.26676,35.06284,,
Chikwawa,CK,3342,Masache Private Clinic,South West,Clinic,Private for profit,Rural,-16.27028,34.87344,,
Chikwawa,CK,3343,Ngabu BLM Clinic,South West,Clinic,NGO,Rural,-16.46679,34.87297,,
Chikwawa,CK,3344,Sucoma Clinic Illovo (Armumend,South West,Clinic,Company,Rural,-16.40314,34.8832,,
Chikwawa,CK,3345,Sucoma Illovo Factory Clinic,South West,Clinic,Company,Rural,-16.25773,34.89181,,
Chikwawa,CK,3328,SUCOMA Kalulu Clinic,South West,Clinic,Company,Urban,-16.24144,34.91164,,
Chikwawa,CK,3332,SUCOMA Mangulenje Clinic,South West,Clinic,Company,Rural,-16.22227,34.8544,,
Chikwawa,CK,3333,Sucoma/Mwanza/Illovo Clinic,South West,Clinic,Company,Urban,-16.1894,34.88065,,
Chikwawa,CK,3331,SUCOMA Lengwe,South West,Clinic,Company,Rural,-16.20038,34.7997,,
Chikwawa,CK,3334,SUCOMA Mkombezi,South West,Clinic,Company,Urban,-16.27633,34.88054,,
,,,,,,,,,,,
Nsanje,NJ,3409,Nsanje District Hospital,South West,District Hospital,Government/public,Urban,-16.91794,35.26001,,
Nsanje,NJ,3402,Kalemba Community Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.57572,35.11207,,
Nsanje,NJ,3421,Kamphata Health Post,South West,Health Post,Government/public,Rural,-17.0468,35.21658,,
Nsanje,NJ,3423,Makhanga Health Centre,South West,Health Centre,Government/public,Rural,-16.5215,35.17347,,
Nsanje,NJ,3405,Masenjere Health Centre,South West,Health Centre,Government/public,Rural,-16.33721,35.09671,,
Nsanje,NJ,3406,Mbenje Health Centre,South West,Health Centre,Government/public,Rural,-16.99464,35.22079,,
Nsanje,NJ,3408,Ndamera Health Centre,South West,Health Centre,Government/public,Rural,-17.09569,35.21902,,
Nsanje,NJ,3410,Nyamithuthu Health Centre,South West,Health Centre,Government/public,Rural,-16.68213,35.19821,,
Nsanje,NJ,3417,Phokera Health Centre,South West,Health Centre,Government/public,Rural,-16.62831,35.15663,,
Nsanje,NJ,3411,Sankhulani Health Centre,South West,Health Centre,Government/public,Rural,-16.456861,35.258889,,
Nsanje,NJ,3412,Sorgin Health Centre,South West,Health Centre,Government/public,Rural,-16.54278,35.01159,,
Nsanje,NJ,3413,Tengani Health Centre,South West,Health Centre,Government/public,Rural,-16.73308,35.27015,,
Nsanje,NJ,3422,Nkhande Dispensary,South West,Dispensary,Government/public,Urban,-17.11489,35.15688,,
Nsanje,NJ,3415,Ching'oma Health Post,South West,Health Post,Government/public,Rural,-16.999306,35.109333,,
Nsanje,NJ,3419,Kanyimbi Health Post,South West,Health Post,Government/public,Rural,-16.69453,34.967,,
Nsanje,NJ,3420,Mchacha Health Post,South West,Health Post,Government/public,Rural,-16.49151,35.15991,,
Nsanje,NJ,3418,Misamvu Health Post,South West,Health Post,Government/public,Rural,-16.76255,35.04739,,
Nsanje,NJ,3416,Mkango Health Post,South West,Health Post,Government/public,Rural,-16.82472,35.30408,,
Nsanje,NJ,3407,Mlolo Health Post,South West,Health Post,Government/public,Rural,-16.41959,35.1525,,
Nsanje,NJ,3424,Trinity Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.41919,35.17154,,
Nsanje,NJ,3401,Chididi Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.91495,35.17333,,
Nsanje,NJ,3403,Lulwe Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-17.08765,35.11415,,
Nsanje,NJ,3425,Tikondane Clinic,South West,Clinic,Private for profit,Rural,-16.58035,35.10953,,
,,,,,,,,,,,
Balaka,BLK,3601,Balaka District Hospital,South East,District Hospital,Government/public,Urban,-14.98498,34.94959,,
Balaka,BLK,3612,Chiendausiku Health Centre,South East,Health Centre,Government/public,Rural,-15.01855,35.07653,,
Balaka,BLK,3603,Kalembo Health Centre,South East,Health Centre,Government/public,Rural,-14.84268,35.17081,,
Balaka,BLK,3613,Kwitanda Health Centre,South East,Health Centre,Government/public,Rural,-15.06495,35.093,,
Balaka,BLK,3605,Mbera Health Centre,South East,Health Centre,Government/public,Rural,-14.91088,35.05326,,
Balaka,BLK,3611,Namanolo Health Centre,South East,Health Centre,Government/public,Rural,-15.00071,35.19004,,
Balaka,BLK,3616,Nandumbo Health  Centre,South East,Health Centre,Government/public,Rural,-14.85169,35.22552,,
Balaka,BLK,3607,Phimbi Health Centre,South East,Health Centre,Government/public,Rural,-15.25075,35.10716,,
Balaka,BLK,3617,Mwima Health Post,South East,Health Post,Government/public,Rural,-14.92967,35.18498,,
Balaka,BLK,3618,Nambira Health Post,South East,Health Post,Government/public,Rural,-14.80259,35.06411,,
Balaka,BLK,3615,Comfort Clinic,South East,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.00318,34.95244,,
Balaka,BLK,3604,Kankao Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.05425,34.92264,,
Balaka,BLK,3606,Phalula Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.22557,34.89322,,
Balaka,BLK,3608,Ulongwe Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.86247,35.17734,,
Balaka,BLK,3609,Utale 1 Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.17774,35.06424,,
Balaka,BLK,3610,Utale 2 Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.16981,35.07239,,
Balaka,BLK,3619,Balaka Private Clinic,South East,Clinic,Private for profit,Urban,-14.98339,34.9617,,
Balaka,BLK,3620,Chithandizo Private Clinic,South East,Clinic,Private for profit,Rural,-14.98717,34.95176,,
Balaka,BLK,3621,Maku Private Clinic,South East,Clinic,Private for profit,Urban,-14.98521,34.94269,,
Balaka,BLK,3614,Balaka Dream Clinic,South East,Clinic,Mission/ Faith-based (other than CHAM),Urban,-15.00322,34.95248,,
Balaka,BLK,3622,Balaka BLM Clinic,South East,Clinic,NGO,Rural,-14.98876,34.95557,,
,,,,,,,,,,,
Neno,NE,3703,Lisungwi Community Hospital,South West,Rural/Community Hospital,Government/public,Rural,-15.43557,34.77838,,
Neno,NE,3709,Neno District Hospital,South West,District Hospital,Government/public,Rural,-15.39524,34.65349,,
Neno,NE,3701,Chifunga Health Centre,South West,Health Centre,Government/public,Rural,-15.59825,34.69892,,
Neno,NE,3702,Ligowe Health Centre,South West,Health Centre,Government/public,Urban,-15.47368,34.65182,,
Neno,NE,3704,Luwani Health Centre,South West,Health Centre,Government/public,Rural,-15.47981,34.74241,,
Neno,NE,3705,Magaleta Health Centre,South West,Health Centre,Government/public,Rural,-15.55083,34.62836,,
Neno,NE,3706,Matandani Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.33071,34.65321,,
Neno,NE,3707,Matope Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.3537,34.94732,,
Neno,NE,3710,Neno Parish Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.43701,34.60843,,
Neno,NE,3711,Nsambe Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.26135,34.6135,,
Neno,NE,3714,Muferanji Clinic,South West,Dispensary,Private for profit,Rural,-15.36514,34.65447,,
Neno,NE,3713,Zalewa DAPP VCT Station,South West,Clinic,NGO,Rural,-15.44995,34.8504,,
Neno,NE,3712,Nkula Health Centre,South West,Clinic,Company,Rural,-15.52193,34.82512,,
Neno,NE,3715,Mota-Engil Clinic - Mkwinda Ca,South West,Clinic,Company,Rural,-15.41426,34.82429,,
